,smiles_huckel_DFT_xyz
237,CC(=O)c1ccn(->[Zn+2](<-[Cl-])(<-[Cl-])<-n2ccc(C(C)=O)cc2)cc1
239,CC(C)N(=C1C(=O)C2(C)CCC1C2(C)C)->[Pd+2](<-[Cl-])(<-[Cl-])<-N(=C1C(=O)C2(C)CCC1C2(C)C)C(C)C
240,[Br-]->[Hg+2](<-[Br-])<-n1c(-c2ccccn2)ccc2cccnc21
241,[I-]->[Pt+2]1(<-[I-])<-n2ccccc2-c2nccnc2-c2ccccn->12
242,COCOc12->[Cr]3456(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-c(c->3c->4c->51C(O)(c1ccccc1)c1ccccc1)c->62
243,CC1c2ccccn2->[Cd+2]2(<-[Br-])(<-[Br-])<-O=C(NN->2=1)c1ccccn1
245,COCOc12->[Cr]3456(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-c(c->3c->4c->51C(O)(c1ccc(OC)cc1)c1ccc(OC)cc1)c->62
246,COCOc12->[Cr]3456(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-c(c->3c->41)c->5c->62C=O
247,[I-]->[Hg+2](<-[I-])<-n1c(-c2ccccn2)ccc2cccnc21
248,N#[C-]->[Hg+2](<-[C-]#N)<-n1c(-c2ccccn2)ccc2cccnc21
249,N#C[S-]->[Hg+2](<-[S-]C#N)<-n1c(-c2ccccn2)ccc2cccnc21
252,O=[N+]1[O-]->[Y+3]23456(<-O)(<-[O-]1)(<-[O-][N+](=O)[O-]->2)(<-[O-][N+]->3(=O)[O-]->4)<-n1ccccc1-c1nc(-c2ccccn2)nc(-c2ccccn->52)n->61
253,CCOC(=O)c1c(C)[nH]cn1->[Cd+2](<-[Br-])(<-[Br-])<-n1c[nH]c(C)c1C(=O)OCC
254,CC1=CC(C)=N2N=C([O-]->[V+5]<-23(<-[O-2])(<-[O-]1)<-[O-]c1cccc2cccn->3c12)c1ccccc1N
255,CC1C=C([O-]->[V+5]23(<-[O-2])(<-[O-]C(=NN->2=1)c1ccccc1N)<-[O-]c1cccc2cccn->3c12)c1ccccc1
257,Cc1ccn2->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[O-]C(=O)C=CC(=O)O)<-n3ccc(C)cc3-c2c1
258,Cn1ccn2->[Ir+3]34(<-[c-]5ccsc5-c5ccccn->35)(<-[c-]3ccsc3-c3ccccn->43)<-n3ccn(C)c3-c12
260,COC(=O)C1CCS(C)->[Pd+2](<-[Cl-])(<-[Cl-])<-P(N1)(c1ccccc1)c1ccccc1
262,CSC1=NN2=Cc3ccccc3[O-]->[Re+5]<-2(<-[O-2])(<-[Cl-])(<-[S-]1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
265,Cn1ccn2->[Ir+3]34(<-[c-]5ccccc5-c5ccccn->35)(<-[c-]3ccccc3-c3ccccn->43)<-n3ccn(C)c3-c12
266,Nc1ccc2-c3ccc(N)cn3->[Pd+2](<-[Cl-])(<-[Cl-])<-n2c1
268,[O+]#[C-]->[Re+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-n2cccc(CCl)c2)<-n2cccc3ccc4cccn->1c4c32
271,[O+]#[C-]->[Re+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-n2cccc(CO)c2)<-n2cccc3ccc4cccn->1c4c32
272,[Cl-]->[Pt+2]1(<-[Cl-])<-S2CCSCCS->1CC2
273,[Br-]->[Pt+2]1(<-[Br-])<-S2CCSCCS->1CC2
274,[I-]->[Pt+2]1(<-[I-])<-S2CCSCCS->1CC2
275,CO.C[O-]->[V+5]12(<-[O-2])<-[O-]C(c3c(F)c(F)c(F)c(F)c3F)=NN->1=Cc1cc([N+](=O)[O-])ccc1[O-]->2
276,CO.C[O-]->[V+5]12(<-[O-2])<-[O-]C(c3c(F)c(F)c(F)c(F)c3F)=NN->1=Cc1ccccc1[O-]->2
277,C=C1=C->[W+2]<-12345(<-[C-]#[O+])(<-[N-]=O)<-c1c->2c->3[cH-]->4c->51
279,CO.C[O-]->[V+5]12(<-[O-2])<-[O-]C(c3c(F)c(F)c(F)c(F)c3F)=NN->1=Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1[O-]->2
280,CCOC(=O)C=C1=C->[W+2]<-12345(<-[C-]#[O+])(<-[N-]=O)<-c1c->2c->3[cH-]->4c->51
281,[Cl-]->[Co+3]12(<-[Cl-])(<-NCCCN->1)<-NCCCN->2
282,CC1(C)O[C-](=O)->[Fe+2](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]1=O
283,CC(C)(C)c1ccn2->[Pt+2]3(<-C=C->3)(<-[CH2-]Cc3ccccc3)<-[n-]3c(-c2c1)cc1ccccc13
285,O=C1[O-]->[Ru+2]234(<-n5ccccc5-c5cccc(-c6ccccn->26)n->35)<-n2cccc3ccc5ccc1n->4c5c32
286,CN(C)C1NN=C(N)c2ccccn2->[Zn+2](<-[Br-])(<-[Br-])<-S=1
287,CN(C)C1NN2=C(N)c3ccccn3->[Cd+2]<-2(<-[I-])(<-[I-])<-S=1
288,Cc1ccn(->[Ru+2]234(<-[O-]C(=O)c5cccc(-c6cccc(-c7ccccn->27)n->36)n->45)<-n2ccc(C)cc2)cc1
289,CCP(CC)(CC)->[Ru+2]1234(<-[S-]C#Cc5ccccc5)(<-c5(C)c->1(C)c->2(C)[c-]->3(C)c->45C)<-P(CC)(CC)CC
290,Cc1[nH]ccn1->[Ag+]<-n1cc[nH]c1C
291,CNC(N=c1c2ccccc2[nH]c2ccccc12)=S->[Au+]<-P(c1ccccc1)(c1ccccc1)c1ccccc1
294,CC(C)P(C(C)C)(C(C)C)->[Rh+]123(<-[Cl-])<-B4(C(C)(C)C)C->1(c1ccccc1)=C->2(c1ccccc1)N->34C(C)(C)C
295,Cc12->[Ru+2]34567(<-[Cl-])(<-[C]8N(Cc9ccccc9)C=CN8c8ccccn->38)<-c1(C)c->4(C)c->5(C)c->6(C)c->72C
296,C=C(c1ccccc1)[N-](c1c(C(C)C)cccc1C(C)C)->[Zr+4]12345678(<-[Cl-])(<-c9c->1c->2[cH-]->3c->49)<-c1c->5c->6[cH-]->7c->81
299,CC1(C)CN2=Cc3cn(-c4ccccc4)nn3->[Fe+2]<-23(<-[N-]=C=S)(<-[N-]=C=S)<-N(=Cc2cn(-c4ccccc4)nn->32)C1
300,C[NH2+]CCN1=Cc2ccccc2[O-]->[Zn+2]<-1(<-[Br-])<-[Br-]
301,S=C=[N-]->[Cd+2]123(<-[N-]=C=S)<-N(=Cc4ccccn->14)CCCN->2=Cc1ccccn->31
302,[I-]->[Cd+2]123<-N(=Cc4ccccn->14)CCCN->2=Cc1ccccn->31
303,CC(C)c12->[Ru+2]34567(<-[Cl-])(<-NCC8CCCCN->38)<-c(c->41)c->5(C)c->6c->72
304,CN(c1ccccc1)->[Pd+2](<-[Cl-])(<-[Cl-])<-N(C)c1ccccc1
305,CC(C)(C)N1Cc2cccc[c-]2->[Pd+2]<-1(<-[Cl-])<-n1ccccc1
306,[I-]->[Cd+2]12(<-[I-])(<-n3ccccc3-c3ccccn->13)<-n1ccccc1-c1ccccn->21
307,O=[N+]([O-])[O-]->[Pd+2]1(<-[O-][N+](=O)[O-])<-P(CCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
308,[Cl-]->[Co+3]123(<-[Cl-])<-N4CCCN->1CCN->2CCCN->3CC4
311,CC(C)[N+]#[C-]->[Fe+2]12(<-[Cl-])(<-[C-]#[N+]C(C)C)<-N(CCP->1(C(C)C)C(C)C)CCP->2(C(C)C)C(C)C
312,Cc1cccc(C)c1[N+]#[C-]->[FeH+]12<-[N-](CCP->1(C(C)C)C(C)C)CCP->2(C(C)C)C(C)C
313,CC1c2ccccc2[O-]->[Ti+4]234(<-[O-]CCN->2=1)<-[O-]CCN->3=C(C)c1ccccc1[O-]->4
314,[Cl-]->[Cd+2]12(<-[Cl-])<-n3c(-c4n(-c5ccccc5)c5ccccc5n->14)cccc3-c1n(-c3ccccc3)c3ccccc3n->21
316,CC1=CC(C)=N->[Ir+]234(<-[O-]1)<-C1=C->2CCC->3=C->4CC1
317,ClP(Cl)(Cl)=[N-]->[Ta+5](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-O1CCCC1
320,FC(F)(F)c1ccccc1P(->[Au+]<-[Cl-])(c1ccccc1C(F)(F)F)c1ccccc1C(F)(F)F
321,Cn1cc(CC2COC(=O)C2C(O)c2ccccc2)n(->[Zn+2](<-[Cl-])(<-[Cl-])<-n2cn(C)cc2CC2COC(=O)C2C(O)c2ccccc2)c1
322,C#Cc1cc(OC)ccc1C#[C-]->[Au+]<-[C]1N(c2c(C(C)C)cccc2C(C)C)C=CN1c1c(C(C)C)cccc1C(C)C
323,Cc1c(C)c(C)[c-](C)(->[Ta+5](<-[Cl-])(<-[Cl-])(<-[Cl-])<-[N-]=P(C(C)(C)C)(C(C)(C)C)C(C)(C)C)c1C
324,Cc1c(C)[c-](C)c(C)(->[Ta+5](<-[CH3-])(<-[CH3-])(<-[CH3-])<-[N-]=P(C(C)(C)C)(C(C)(C)C)C(C)(C)C)c1C
325,Cc1c(C)c(C)[c-](C)(->[Ta+5](<-[Cl-])(<-[Cl-])(<-[CH2-]c2ccccc2)<-[N-]=P(C(C)(C)C)(C(C)(C)C)C(C)(C)C)c1C
328,O=P(CN1c2ccccn2->[Pt+2](<-[Cl-])(<-[Cl-])<-P1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
331,CCN(CC)(CC)->[Pd+2](<-[Cl-])(<-[Cl-])<-P(c1ccccc1)(c1ccccc1)c1ccccc1
332,CCOC(=O)C=C1=C->[W+2]<-12345(<-[C-]#[O+])(<-[N-]=O)<-c1c->2c->3[cH-]->4c->51
333,CCNC1=NN2=Cc3cc4cc(OC)ccc4[nH]c3=O->[Pd+2]<-2(<-[S-]1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
334,Cc1ccn2->[Pt+2](<-[I-])(<-[I-])<-n3ccc(C)cc3-c2c1
335,Cc1cccc(C)c1OP1(OCCN(=C2CC3CCC2(C)C3(C)C)->[Rh+]<-1(<-[Cl-])<-[C-]#[O+])Oc1c(C)cccc1C
336,CC1=N2Nc3ccccn3->[IrH+2]<-23(<-[Cl-])(<-[CH2-]C1(C)C)<-C1=C->3CCCCCC1
337,FC(F)(F)c1ccccc1P(c1ccccc1)(c1ccccc1)->[Pt+2](<-[Cl-])(<-[Cl-])<-P(c1ccccc1)(c1ccccc1)c1ccccc1C(F)(F)F
338,CC(C)(C)P1(C[Si](C)(C)[N-]2[Si](C)(C)CP(C(C)(C)C)(C(C)(C)C)->[Ru+2]<-2<-1<-[F-])C(C)(C)C
340,CC1c2c([O-]->[Pd+2]3(<-[S-]C(=NN->3=1)N(C)C)<-S(C)(C)=O)[nH]c(=O)[nH]c2=O
341,CC1c2c([O-]->[Pt+2]3(<-[S-]C(=NN->3=1)N(C)C)<-S(C)(C)=O)[nH]c(=O)[nH]c2=O
342,Cc1ccc([N-]2C(=O)c3ccccn3->[Pt+2]<-23<-n2ccccc2C(=O)[N-]->3c2ccc(C)cc2)cc1
343,COP(OC)(OC)->[RuH2](<-P(OC)(OC)OC)(<-P(OC)(OC)OC)<-P(OC)(OC)OC
344,COP(OC)(OC)->[Ru+2](<-[Cl-])(<-[Cl-])(<-P(OC)(OC)OC)(<-P(OC)(OC)OC)<-P(OC)(OC)OC
345,CC([N+]#[C-]->[Fe+2]1234(<-[C-]#[O+])(<-[C-]#[N+]C(C)C(C)(C)C)<-c5c->1c->2[cH-]->3c->45)C(C)(C)C
348,C[N+](C)(C)[BH2-][PH2+][BH2-]P->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
351,C[N+](C)(C)[BH2-][AsH2+][BH2-]P->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
357,OC1CN2=Cc3ccc[n-]3->[Ni+2]<-23<-N2=CC=CC2=C[N-]->3C1
358,Cc1cc(C)cn(->[Hg+2](<-[Br-])(<-[Br-])<-n2cc(C)cc(C)c2)c1
359,Cc1cncc(C)c1.Cc1cncc(C)c1.[I-]->[Hg+2]<-[I-]
360,CCCCN(CCCC)C1=S->[Zn+2]23(<-S=C([S-]->2)N(CCCC)CCCC)(<-[S-]1)<-n1ccccc1-c1ccccn->31
361,[Br-]->[Au+]<-S=P(c1ccccc1)(c1ccccc1)c1ccccc1
362,CC1c2cccc3C(C)=N4N=C([O-]->[Mo+4]<-45(<-[Cl-])(<-[Cl-])(<-[O-]C(=NN->5=1)c1ccccc1)<-n23)c1ccccc1
363,CC1c2ccccn2->[Cu+]23<-N=1N=C(C(=NN->2=C(C)c1ccccn->31)c1ccccc1)c1ccccc1
364,Cc1cc(C)n2->[Ir+3]34(<-[C-]#[O+])(<-[CH2-]C(O)C(O)[CH2-]->3)<-n3c(C)cc(C)n3[BH-](n12)n1c(C)cc(C)n->41
365,Cc1cc(C)n2->[Ir+3]3(<-[C-]#[O+])(<-[CH2-]C=O)(<-[CH2-]C=O)<-n4c(C)cc(C)n4[BH-](n12)n1c(C)cc(C)n->31
366,O=c1ccccn1CC#[C-]->[Pt+2]1(<-[C-]#CCn2ccccc2=O)<-P(CCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
367,C(#[C-]->[Pt+2]1(<-[C-]#CCn2cccn2)<-P(CCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)Cn1cccn1
368,C=C(C)CC1CCC2CCC(C)(OCc3ccccc3)c34->[Cr]5678(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-c(c->5(OC)c->63)c->71c->842
369,C=C(C)CC1CCC2CCC(C)(OCc3ccc(F)cc3)c34->[Cr]5678(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-c(c->5(OC)c->63)c->71c->842
370,C=C(C)CC1CCC2CCC(C)(OCc3ccc(C)cc3)c34->[Cr]5678(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-c(c->5(OC)c->63)c->71c->842
371,CC(C)(C)P1(Cc2ccc3cccc(F)c3n2->[Pd+2]<-1(<-[I-])<-[c-]1ccc(F)cc1)C(C)(C)C
372,CO1c2cccc3c2[N-]2->[Pd+2]<-1(<-[c-]1ccc(F)cc1)<-P(C=C2C=C3)(C(C)(C)C)C(C)(C)C
373,Cn1ccc2-c3ccccn3->[Zn+2](<-[Cl-])(<-[Cl-])<-n2c1=O
374,CO1c2cccc3ccc4CP(C(C)(C)C)(C(C)(C)C)->[Pd+2]<-1(<-[c-]1ccc(F)cc1)<-n4c23
376,CC#N->[Cu+]1<-N(N=C(c2ccccc2)c2ccccc2)=C2C(=N->1N=C(c1ccccc1)c1ccccc1)c1cccc3cccc2c13
381,Cc12->[Hf+4]3456789(<-[F-])(<-[F-])(<-c1(C)c->3(C)[c-]->4(C)c->52C)<-c1(C)c->6(C)c->7(C)[c-]->8(C)c->91C
382,Cc12->[Rh+3]345(<-[I-])(<-n6ccccc6)(<-c1(C)c->3(C)[c-]->4(C)c->52C)<-P(C)(C)C
383,Cc12->[Rh+3]345(<-[I-])(<-c1(C)c->3(C)[c-]->4(C)c->52C)(<-[C-](F)(F)C(F)(F)C(F)(F)C(F)(F)F)<-P(C)(C)C
384,[O+]#[C-]->[Mo+2]1234567(<-[C-]#[O+])(<-C8=C->1C1(CCCC1)C->2=C->38)<-c1c->4c->52ccccc->62[cH-]->71
385,[O+]#[C-]->[Mo+4]12345678(<-[Br-])(<-c9c->1[cH-]->2c->3(CCBr)c->49)<-c1c->5c->62ccccc->72[cH-]->81
386,Cc12->[Rh+3]345(<-[I-])(<-[CH2-]CC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(<-c1(C)c->3(C)[c-]->4(C)c->52C)<-P(C)(C)C
387,CO1CCN2CCN3Cc45->[Ru+2]<-16789(<-[Cl-])(<-[C]23)<-c(c->6(C)c->7c->84C)c->95C
388,Cc1cc(C)c(CN2CCN3Cc45->[Ru+2]6789(<-O)(<-[Cl-])(<-[C]23)<-c(c->6(C)c->7c->84C)c->95C)c(C)c1
389,CC(C)P1(c2cccc3c2Oc2c(cccc2P(C(C)C)(C(C)C)->[Pd+2]<-1(<-[Br-])<-[c-]1ccccc1)C3(C)C)C(C)C
390,O=C1[O-]->[Pd+2]2(<-[c-]3ccccc3C(c3ccccc3)P->2(c2ccccc2)c2ccccc2)<-N2CCCC12
391,[CH3-]->[Pt+4]1(<-[CH3-])(<-[F-])(<-[c-]2c(F)c(F)c(F)c(F)c2C=N->1Cc1ccc(Br)cc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
392,[CH3-]->[Pt+4]1(<-[CH3-])(<-[Br-])(<-[c-]2cccc(F)c2C=N->1Cc1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
393,CCCCN(=C(N(C)C)N(C)C)->[Pd+2](<-[O-]C(C)=O)(<-[O-]C(C)=O)<-N(CCCC)=C(N(C)C)N(C)C
394,COCCP(C(C)C)(C(C)C)->[Pd+2](<-[Cl-])(<-[c-]1c(F)c(F)nc(F)c1F)<-P(CCOC)(C(C)C)C(C)C
395,CC(C)P1(Cc2cccc3CP(C(C)C)(C(C)C)->[Ni+2]<-1(<-[F-])<-[c-]23)C(C)C
396,CC(C)P1(Cc2cccc3CP(C(C)C)(C(C)C)->[NiH+]<-1<-[c-]23)C(C)C
397,CC(C)P1(Cc2cccc3CP(C(C)C)(C(C)C)->[Ni+2]<-1(<-[CH3-])<-[c-]23)C(C)C
398,CC(C)P1(Cc2cccc3CP(C(C)C)(C(C)C)->[Ni+2]<-1(<-[c-]1ccccc1)<-[c-]23)C(C)C
399,CC12=C->[Ir+]<-1345(<-C=C->32)<-[c-]1c(CP->4(C(F)(F)F)C(F)(F)F)cccc1CP->5(C(F)(F)F)C(F)(F)F
402,[N-3]->[Os+6]1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[O-]c2ccc(Cl)c3cccn->1c23
403,C1c2ccccc2[O-]->[Zn+2]2(<-[O-]c3ccccc3C=N->2CCc2c[nH]c3ccccc23)<-N=1CCc1c[nH]c2ccccc12
404,[N-3]->[Os+6]1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[O-]c2ccc([N+](=O)[O-])c3cccn->1c23
406,O=C([O-]->[Zn+2]123(<-O)(<-O=C->1([O-]->2)c1cccc(Cl)c1)<-n1cccc2ccc4cccn->3c4c21)c1cccc(Cl)c1
409,COc1cccc(OC)c1P1(c2ccccc2)c2c(OC)cccc2[O-]->[Rh+3]<-12345(<-[Cl-])<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C
410,COc1cccc(OC)c1P12c3c(OC)cccc3[O-]->[Rh+3]<-13456(<-[O-]c1cccc(OC)c12)<-c1(C)c->3(C)c->4(C)[c-]->5(C)c->61C
411,CC(C)(C)C1=CC(C(C)(C)C)=N2->[Pt+4]3(<-[CH3-])(<-[CH3-])(<-[CH3-])<-[O-]OC12c1ccccn->31
412,COC(=O)[C-]1=COc2cccc(OC)c2P(c2ccccc2)(c2c(OC)cccc2OC)->[Rh+3]<-12345(<-[C-]#[O+])<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C
414,O=C1CC(=O)[N-]2CCN->[Ni+2]<-23<-NCC[N-]->31
415,O=C([O-]->[Pd+2]1(<-[c-]2ccccc2-c2ccccn->12)<-n1ccccc1-c1ccccc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
416,CC#N->[Pd+2]1(<-[O-]C(=O)C(F)(F)F)<-[c-]2ccccc2-c2ccccn->12
417,CC1=C(C)N(C)[C](->[Ru+2]2(<-[C-]#[O+])(<-[O-]C(=O)[O-]->2)(<-[C]2N(C)C(C)=C(C)N2C)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)N1C
418,CC(=O)[O-]->[Pd+2]12<-N3=C(N=c4sc(C(C)C)c(C)[n-]->14)c1ccccc1C3=Nc1sc(C(C)C)c(C)n->21
419,CC1C(C)=N(O)->[Pt+2](<-[Cl-])(<-[Cl-])<-N=1O
420,Cc1cc(C)c2CN(Cc3c(C)cc(C)cn3->[Pt+2](<-[Cl-])(<-[Cl-])<-n2c1)S(C)(=O)=O
421,Cc1ccc(S(=O)(=O)N(Cc2cccc(C)n2)Cc2cccc(C)n2->[Pt+2](<-[Cl-])(<-[Cl-])<-S(C)(C)=O)cc1
425,COc1ccc(N2c3ccccc3N(Cc3ccc(F)cc3)[C]2->[Pd+2](<-[Cl-])(<-[Cl-])<-n2ccccc2)cc1
426,Fc1ccc(CN2c3ccccc3N(c3ccc(F)cc3)[C]2->[Pd+2](<-[Cl-])(<-[Cl-])<-n2ccccc2)cc1
427,Fc1ccc(CN2c3ccccc3N(c3ccc(F)cc3)[C]2->[Pd+2](<-[Br-])(<-[Br-])<-n2cn(-c3ccc(F)cc3)c3ccccc32)cc1
428,O=C(O)CN1CCN2CC(=O)[O-]->[Pt+4]<-1<-2(<-[Cl-])(<-[Cl-])<-[Cl-]
429,O=C1CN2CCN3CC(=O)[O-]->[Pt+4]<-2<-3(<-[Cl-])(<-[Cl-])<-[O-]1
431,Cc1ccc2ccc3ccc(C)n4->[Cd+2]56(<-[O-]S(=O)(=O)OOS(=O)(=O)[O-]->5)(<-n1c2c34)<-n1c(C)ccc2ccc3ccc(C)n->6c3c21
432,[Cl-]->[Mn+3]123<-[O-]c4ccccc4C=N->1c1ccccc1N->2=Cc1ccccc1[O-]->3
433,Cc1cc(C)n(->[Ag+]<-n2[nH]c(C)cc2C)[nH]1
436,[Br-]->[Cd+2]1(<-[Br-])<-n2ccccc2C=NN=C(C(=NN=Cc2ccccn->12)c1ccccc1)c1ccccc1
437,[I-]->[Cd+2]1(<-[I-])<-n2ccccc2C=NN=C(C(=NN=Cc2ccccn->12)c1ccccc1)c1ccccc1
438,NC(N)=S->[Au+]<-S=C(N)N
439,Cc12->[Rh+3]345(<-[CH3-])(<-[CH3-])(<-c1(C)c->3(C)[c-]->4(C)c->52C)<-S(=O)(c1ccccc1)c1ccccc1
440,C1=Cc2c(-c3ccccc3)c3ccc4c(-c5ccccc5)c5n6->[Cd+2]7(<-n2c1c(-c1ccccc1)c1ccc(c(-c2ccccc2)c6C=C5)[n-]->71)<-[n-]34.O
441,[Cl-]->[Zn+2]1(<-[Cl-])<-n2ccccc2-c2ccn(Cc3cccc4ccccc34)n->12
442,[O+]#[C-]->[Cr]12345(<-[C-]#[O+])(<-[C-]#[O+])<-c6c->1c->2c->3(N1CCOCOC1)c->4c->56
443,CS(C)(=O)->[Ru+2]12(<-[Cl-])(<-Nc3ccccc3N->1=Cc1cc(Br)ccc1[O-]->2)<-S(C)(C)=O
444,Brc1cc(Br)c2[O-]->[Co+3]345(<-[O-]c6c(Br)cc(Br)cc6C=N->3CCCN->4C3CCCCC3)<-N(=Cc2c1)CCCN->5C1CCCCC1
445,CN12CCC[S-]->[Ni+2]<-13<-[S-]CCCN->3(C)CC2
446,[Cl-]->[Zn+2]12(<-[Cl-])<-n3ccccc3Cn3ccc(-c4ccccn->14)n->23
447,CCN1(CC)CCN2=Cc3cc(Br)cc(Br)c3[O-]->[Ni+2]<-2<-1<-[N-2][N+]#N
448,Cc1cccc2C=N3c4ccccc4N4=Cc5cccc(C)c5[O-]->[Zn+2]<-3<-4(<-O)<-[O-]c12
449,CO->[Cd+2](<-[Cl-])(<-[Cl-])(<-OC)(<-n1nc(-c2ccccc2)n2nc(C)sc21)<-n1nc(-c2ccccc2)n2nc(C)sc21
450,CO.O=[N+]([O-])c1ccc(C2=NN3->[Mo+6](<-[O-2])(<-[O-2])(<-[O-]2)<-[O-]c2c(Br)cc(Cl)cc2C=3)cc1
451,COc1cccc2[O-]->[Ni+2]34<-[O-]c5cccc(OC)c5C=N->3CCCN->4=Cc12
453,CC(C)(C)P(N1CCCC1)(C(C)(C)C)->[Rh+](<-[Cl-])(<-[C-]#[O+])<-P(N1CCCC1)(C(C)(C)C)C(C)(C)C
454,[Cl-]->[Pt+2](<-[Cl-])(<-P(c1ccccc1)(N1CCCC1)N1CCCC1)<-P(c1ccccc1)(N1CCCC1)N1CCCC1
456,[O+]#[C-]->[Fe+2]1234(<-[C-]#[O+])(<-c5c->1c->2[cH-]->3c->45)<-P(c1ccccc1)(N1CCCC1)N1CCCC1
457,CC12CCC(CC1=NNC(N)=S->[Zn+2](<-[Cl-])(<-[Cl-])<-S=C(N)NN=C1CC3CCC1(C)C3(C)C)C2(C)C
458,CN1=Cc2cc(Cl)ccc2[O-]->[Mo+6]<-12(<-[O-2])(<-[O-2])<-[O-]c1ccc(Cl)cc1C=N->2C
459,CN1=Cc2cc(Br)ccc2[O-]->[Mo+6]<-12(<-[O-2])(<-[O-2])<-[O-]c1ccc(Br)cc1C=N->2C
460,O->[Ag+](<-n1c2ccccc2nc2ccccc21)<-n1c2ccccc2nc2ccccc21
461,OC1OC(O)c2ccccn2->[Zn+2](<-[Cl-])(<-[Cl-])<-n2ccccc21
462,CO->[Cd+2]123(<-[O-]c4ccc(Br)cc4C=N->1CS(=O)(=O)[O-]->2)<-n1cccc2ccc4cccn->3c4c21
463,Brc1cc(Br)c2[O-]->[Ni+2]3(<-[O-]c4c(Br)cc(Br)cc4-c4[nH]c5ccccc5n->34)<-n3c(-c2c1)[nH]c1ccccc13
464,CC[CH-](C)->[Nb+3]123(<-[Cl-])(<-C(C)#C->1C)<-n1c(C)cc(C)n1[BH-](n1c(C)cc(C)n->21)n1c(C)cc(C)n->31
465,CC[CH-](C)->[Nb+3]123(<-[Cl-])(<-C(C)#C->1C)<-n1c(C)cc(C)n1[BH-](n1c(C)cc(C)n->21)n1c(C)cc(C)n->31
467,CC1=N(C(C)C)->[Zr+4]2345(<-[CH3-])(<-[CH3-])(<-c6c->2c->3[cH-]->4c->56)<-[N-]1C(C)C
470,O=C1[O-]->[Pd+2]2(<-[c-]3ccccc3C(c3ccccc3)P->2(c2ccccc2)c2ccccc2)<-N2CCCC12
471,O=C([O-])c1csc2-c3ccccn3->[Pt+2](<-O)(<-[Cl-])<-n12
472,CC(N->[Pt+2]1(<-[I-])<-NC(C)c2cccc[c-]->12)c1ccccc1
473,COCCO(C)->[Nb+5](<-[O-2])(<-[Cl-])(<-[Cl-])<-[Cl-]
476,CO1CCO(C)->[W+6]<-1(<-[N-3])(<-[O-]C(C)(C(F)(F)F)C(F)(F)F)(<-[O-]C(C)(C(F)(F)F)C(F)(F)F)<-[O-]C(C)(C(F)(F)F)C(F)(F)F
477,CC(C)c1cccc(C(C)C)c1N1C=C([Si](C)(C)C)N(c2c(C(C)C)cccc2C(C)C)[C]1->[Cu+]<-[C-](F)(F)F
478,CC(C)N1CCN(C(C)C)[C]1->[Cu+]<-[C-](F)(F)F
479,[CH3-]->[Ni+2]1(<-[CH3-])<-NCc2ccccn->12
481,[CH3-]->[Pd+2]1(<-[Cl-])<-Nc2ccccc2P->1(c1ccccc1)c1ccccc1
482,[CH3-]->[Pd+2]1(<-Nc2ccccc2P->1(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
483,Cc1ccc2-c3ccc(C)cn3->[Ni+2](<-[Br-])(<-[c-]3ccc(C(F)(F)F)cc3)<-n2c1
484,CC1=N2->[Ni+2]3(<-[O-]C1=O)(<-[O-]C(c1ccccc1O)=N2)<-n1ccccc1-c1ccccn->31.O
